000708.SZ	大冶特钢	449408480.0000 	13.6052 	1456830362.6600 	381500524.2500 	30.5012
000709.SZ	河钢股份	10616897727.0000 	3.8027 	111890703762.1800 	20474346142.8000 	25.6631
000710.SZ	天兴仪表	151200000.0000 	42.8393 	276914992.8400 	152658334.9600 	72.9850
000712.SZ	锦龙股份	829700000.0000 	23.5005 	11448741341.5200 	4674748112.4000 	38.0615
000713.SZ	丰乐种业	298868605.0000 	10.8495 	710561061.6800 	26676534.9700 	26.3765
000715.SZ	中兴商业	278543920.0000 	14.6628 	718062308.9600 	276691682.3200 	42.6625
000717.SZ	*ST韶钢	2419524410.0000 	5.7411 	14001515949.0200 	1717566915.0900 	46.3668
000718.SZ	苏宁环球	2289111340.0000 	7.3104 	14918766055.2200 	1427707283.1400 	38.0188
000719.SZ	大地传媒	667147543.0000 	12.4147 	3063515095.6900 	642249417.8300 	27.3514
000720.SZ	新能泰山	863459000.0000 	6.6454 	2157717038.8500 	1909735113.7300 	26.3627
000721.SZ	西安饮食	435516070.0000 	8.6561 	364970880.2200 	26980387.3400 	51.0356
000722.SZ	湖南发展	464155941.0000 	16.0566 	59168515.7800 	143216706.2500 	25.2232
000723.SZ	美锦能源	194860690.0000 	13.1136 	4985946468.7400 	1288482437.2700 	37.3706
000725.SZ	京东方A	24028524866.0000 	3.1964 	33321540119.0000 	59847517880.0000 	23.2661
000726.SZ	鲁泰A	560822460.0000 	12.2181 	1480071876.2500 	304717289.3100 	19.1674
000729.SZ	燕京啤酒	2509339569.0000 	7.3062 	4960792602.8000 	16403479.3800 	20.7546
000731.SZ	四川美丰	591484352.0000 	9.3591 	1280207524.8700 	567493003.0200 	31.5814
000732.SZ	泰禾集团	1243045502.0000 	17.3856 	43405207805.6600 	57704061571.7200 	29.6472
000733.SZ	振华科技	429158874.0000 	18.1129 	3210512676.7500 	493648091.5200 	33.1338
000735.SZ	罗牛山	879474782.0000 	7.0108 	1118522322.9600 	1220978972.9900 	22.8221
000736.SZ	中房地产	297193885.0000 	19.3651 	6123908544.0000 	6633980745.0300 	47.1217
000737.SZ	南风化工	548743573.0000 	7.1110 	2457762785.6800 	421129132.6800 	37.4501
000738.SZ	中航动控	1145642349.0000 	25.8901 	1748685804.3300 	28222711.1500	27.2569
000739.SZ	普洛药业	1060047206.0000 	8.2444 	2600785631.7800 	340631188.2200 	26.5783
000751.SZ	锌业股份	1409862879.0000 	5.9596 	1356046883.3100 	314928200.3000 	40.1301
000752.SZ	西藏发展	263750675.0000 	16.6291 	184092139.6000 	5314041.4100 	29.7076
000753.SZ	漳州发展	819355295.0000 	5.1243 	2161953716.2900 	988544352.8300 	26.7699
000755.SZ	山西三维	469255943.0000 	8.4894 	4386468834.2300 	318743860.4400 	40.9120
000756.SZ	新华制药	307303905.0000 	12.6327 	2173617819.4200 	374887051.1500 	32.7127
000757.SZ	浩物股份	366330430.0000 	10.1953 	186014503.9700 	99691583.9100 	35.3287
000758.SZ	中色股份	1969134458.0000 	8.2149 	13731283618.4000 	1937158345.9100 	48.4325
000759.SZ	中百集团	680579092.0000 	9.0495 	4944703013.8000 	320259333.3300 	28.4518
000760.SZ	斯太尔	654444268.0000 	10.3460 	539738942.4200 	177221162.7000 	38.8814
000761.SZ	本钢板材	2736000000.0000 	5.6642 	30135243065.6600 	5205342413.2200 	36.5874
000762.SZ	西藏矿业	475950049.0000 	17.1824 	379350592.7000 	52712318.4400 	36.5830
000766.SZ	通化金马	449016276.0000 	18.4703 	528736266.0900 	583541478.8400 	35.6946
000767.SZ	漳泽电力	2253724851.0000 	3.8041 	15905898658.4800 	17158113942.0000 	18.9937
000768.SZ	中航飞机	2768627296.0000 	23.5586 	21052870619.4700 	1372264119.4000 	33.9056
000777.SZ	中核科技	383358954.0000 	21.6606 	421284068.7900 	120498949.3900 	33.8062
000778.SZ	新兴铸管	3642966985.0000 	5.1483 	22252695639.0100 	6189890458.0400 	24.9529
000779.SZ	三毛派神	186441020.0000 	19.0830 	538772525.7600 	198511972.9100 	47.0417
000780.SZ	平庄能源	1014306324.0000 	5.8198 	1482341813.8400 	10466402.5000 	36.3729
000782.SZ	美达股份	403192670.0000 	11.2940 	752556515.7400 	294310910.7700 	40.2074
000785.SZ	武汉中商	251093698.0000 	13.9052 	1095809347.4800 	479700000.0000 	47.7422
000786.SZ	北新建材	1377655722.0000 	11.0401 	2972941050.0000 	1210373336.9100 	26.3892
000789.SZ	万年青	613349824.0000 	9.0540 	2676019235.2000 	1559330675.4800 	33.1202
000790.SZ	泰合健康	430189148.0000 	12.2880 	215767876.0700 	17205416.6200 	36.7745
000791.SZ	甘肃电投	722114150.0000 	15.8975 	2283713851.2900 	11854915367.2900 	57.9056
000792.SZ	盐湖股份	1833262480.0000 	18.6629 	19254298037.1000 	35197702550.0100 	25.2652
