EquityValue			ThetaEquity		DefaultPoint		AssetValue		ThetaAsset		DefaultDistance			Edf
201562645725.0		0.442172		582777175284.0		812062409826.0		0.218135295699		1.29437685177		0.0977676411886
3259312189.35		0.341411		210625013.74		3472823509.61		0.321081505672		2.92558270149		0.00171905889167
6268080400.17		0.233624		1162919419.12		7576882474.69		0.198863663569		4.2567727638		1.03699481773e-05
11801820217.8		0.330377		7368747734.81		20560687485.0		0.221355261978		2.89855253917		0.00187444746372
17373568162.7		0.335623		1279189990.05		18680729313.9		0.313084645791		2.97530896034		0.0014634679688
20490009334.3		0.300334		10266566359.9		32746340128.6		0.212479059491		3.23082200739		0.000617173900339
3719323145.95		0.310451		2103724390.92		6229729591.54		0.213201486481		3.10649276634		0.000946604702136
3025311996.29		0.380395		4535552629.8		8021730489.66		0.267005076373		1.62765349616		0.051799189474
15281375362.0		0.328808		7328749967.0		23973396515.1		0.235431046687		2.94904415582		0.00159379214685
3654091167.69		0.329419		1233336298.88		5095419271.8		0.254381543846		2.97958703489		0.00144318609662
7290526268.94		0.259391		12059461501.9		13882110427.7		1.35372168804		0.0969880309512		0.461367949777
7590715818.87		0.456748		4310897062.15		12571634545.7		0.316308577315		2.07738075762		0.0188832153784
5713200805.48		0.518545		107451152.995		5819139682.11		0.509113751037		1.9279284267		0.0269320146747
3841829514.62		0.324427		287209909.895		4135781002.59		0.30233173962		3.07792644113		0.00104223180628
14054217948.0		0.33899		4886622017.22		19764478529.8		0.26032806933		2.89157198251		0.00191659885324
8682954028.32		0.322496		1153769828.15		9923742627.22		0.286072346005		3.08920604883		0.00100346098542
4330207608.55		0.457661		1024805366.21		5469798810.92		0.377066808707		2.15516967233		0.0155742796103
10110460124.2		0.409141		252717771.57		10360059429.7		0.399311360123		2.44322258284		0.00727837813904
5157296119.86		0.348125		1549214436.12		6947961721.8		0.274942791899		2.82613721002		0.00235565391722
27711399813.9		0.189954		26268402333.8		59499762205.2		0.110698431564		5.04535135837		2.26344353281e-07
16138218463.2		0.247831		8656182033.0		26585847597.7		0.171868771551		3.92396120724		4.35523838033e-05
10512433424.4		0.270069		2645567740.07		13567236764.8		0.219598137902		3.66580158063		0.000123282524984
15043743702.8		0.290241		41715735474.0		61422918822.8		0.107989806764		2.97105945533		0.00148387160206
4233090421.4		0.337467		409133490.765		4659661968.17		0.308515009965		2.95673375669		0.00155458229451
8059425669.15		0.543598		12582307945.1		15587606345.6		1.23013840032		0.156730743934		0.437728528177
5914059713.61		0.323273		2759899606.28		9188744075.88		0.232886922827		3.00421950111		0.00133131575765
9342107381.38		0.295095		5824094168.15		16314593342.8		0.197299824266		3.25906635212		0.000558897608194
3806978746.16		0.301996		3573337133.59		8041937242.12		0.178670733163		3.10997854256		0.000935504676274
1703872594.38		0.455404		1234381916.66		3127843151.01		0.29584057054		2.04622657129		0.0203670421162
20387066209.7		0.29354		63535761500.0		90410643682.3		0.102553790785		2.89851324711		0.00187468234795
5733392082.45		0.246343		4993791391.13		11732509652.2		0.14850529162		3.8676258141		5.49500650089e-05
7490147255.38		0.38313		16015808888.8		25293569017.7		0.165294100959		2.21909385585		0.0132401699821
6871643415.01		0.33102		536750501.965		7422438773.27		0.307558063098		3.01629362635		0.0012794266873
47560443386.8		0.21711		83274001506.5		126409160624.0		0.513992779731		0.663889558969		0.253380499656
8957062494.43		0.334574		3021888772.91		12485079926.2		0.258425788159		2.93298901472		0.00167857885107
6149780884.69		0.394888		3876082142.98		10692940072.9		0.265147718094		2.40435846081		0.0081004392659
3826937310.33		0.299051		2544533213.34		6869635743.04		0.196480082433		3.20438113278		0.000676765840577
5637636635.62		0.432766		802827125.05		6495329079.42		0.381220229796		2.29893181491		0.0107544057357
18489556941.3		0.343252		19179045581.9		40931941217.4		0.197272100539		2.69394711318		0.00353056839651
25919783342.2		0.436304		7101983684.52		33937871279.7		0.350919500549		2.25332514692		0.0121193276595
19944620056.5		0.218667		8449487062.77		30128657452.3		0.160291331778		4.4890334524		3.57735311713e-06
18669319114.4		0.389863		2315303075.84		21124850310.4		0.348416416596		2.55556005792		0.00530085320551
51423415646.1		0.208442		82642126500.0		127848094800.0		0.574754247055		0.615204249285		0.26920992095
11359845812.4		0.401306		7121830239.31		19695450981.8		0.269962938779		2.36477747404		0.00902045362323
23912372349.7		0.570686		29201500421.5		44071593541.8		1.10988766393		0.304001628304		0.380563325313
7177317066.44		0.318486		120595592.375		7296223024.09		0.313300461317		3.13906816466		0.00084743008711
43149064013.8		0.237628		78154512660.9		126910384847.0		0.280973033873		1.36730413721		0.0857649977328
6978562420.86		0.332279		2854439607.14		10344679311.6		0.246668381052		2.93538588076		0.00166566561749
11320635893.6		0.25444		9156545863.81		22327269155.8		0.157161323483		3.75343016847		8.72155704513e-05
14056926289.7		0.274369		1092406337.22		15180835097.5		0.254997192094		3.63941431772		0.000136629419977
16478753312.6		0.198837		1921779375.91		18539721905.7		0.178661323005		5.01699295949		2.62432451864e-07
7043487236.44		0.310878		9385074166.63		17958703347.9		0.162388267684		2.93991700575		0.00164150085388
8078243763.2		0.283256		120840823.54		8197361340.55		0.27914264477		3.52958814803		0.000208103514239
7424908108.38		0.317389		1415467254.75		9005382268.4		0.269393127896		3.12858707859		0.00087824478085
